Name,id,display_name,works_api_url,h_index,works_count,country_code
sagar kumar,https://openalex.org/A5069227151,Smita Mohanty,https://api.openalex.org/works?filter=author.id:A5069227151,65.0,559.0,IN
august lohse,https://openalex.org/A5059152087,August Lohse,https://api.openalex.org/works?filter=author.id:A5059152087,2.0,3.0,
karolina sliwa,https://openalex.org/A5041548170,Karolina Śliwa,https://api.openalex.org/works?filter=author.id:A5041548170,8.0,29.0,PL
ryo yokoi,https://openalex.org/A5050859650,Ryo Yokoi,https://api.openalex.org/works?filter=author.id:A5050859650,3.0,17.0,JP
ryosuke yamanishi,https://openalex.org/A5069311949,Ryosuke Yamanishi,https://api.openalex.org/works?filter=author.id:A5069311949,8.0,120.0,JP
eric m. feltham,https://openalex.org/A5092160363,Eric M. Feltham,https://api.openalex.org/works?filter=author.id:A5092160363,0.0,1.0,
nicholas christakis,https://openalex.org/A5010495671,Nicholas A. Christakis,https://api.openalex.org/works?filter=author.id:A5010495671,98.0,407.0,US
kamil fuławka,https://openalex.org/A5003086784,Kamil Fuławka,https://api.openalex.org/works?filter=author.id:A5003086784,6.0,19.0,DE
emma pierson,https://openalex.org/A5067807487,Emma Pierson,https://api.openalex.org/works?filter=author.id:A5067807487,25.0,105.0,US
simone lackner,https://openalex.org/A5029862125,Simone Lackner,https://api.openalex.org/works?filter=author.id:A5029862125,4.0,10.0,
frederico francisco,https://openalex.org/A5016223874,Frederico Francisco,https://api.openalex.org/works?filter=author.id:A5016223874,9.0,40.0,
cristina mendonça,https://openalex.org/A5029365001,Maria Cristina de Mendonça,https://api.openalex.org/works?filter=author.id:A5029365001,9.0,13.0,PT
andré mata,https://openalex.org/A5035729006,André Mata,https://api.openalex.org/works?filter=author.id:A5035729006,17.0,83.0,PT
chaeeun han,https://openalex.org/A5085110878,Chanshuai Han,https://api.openalex.org/works?filter=author.id:A5085110878,15.0,26.0,CA
sangpil youm,https://openalex.org/A5023405697,Sangpil Youm,https://api.openalex.org/works?filter=author.id:A5023405697,3.0,4.0,US
hojeong yoo,https://openalex.org/A5002073039,Sou Hyun Jang,https://api.openalex.org/works?filter=author.id:A5002073039,13.0,81.0,KR
sou hyun jang,https://openalex.org/A5002073039,Sou Hyun Jang,https://api.openalex.org/works?filter=author.id:A5002073039,13.0,81.0,KR
hiroki oda,https://openalex.org/A5080122012,Hiroki Oda,https://api.openalex.org/works?filter=author.id:A5080122012,33.0,127.0,JP
kinga makovi,https://openalex.org/A5055686105,Kinga Makovi,https://api.openalex.org/works?filter=author.id:A5055686105,11.0,39.0,
milena tsvetkova,https://openalex.org/A5069791094,Milena Tsvetkova,https://api.openalex.org/works?filter=author.id:A5069791094,12.0,76.0,GB
eaman jahani,https://openalex.org/A5000868394,Eaman Jahani,https://api.openalex.org/works?filter=author.id:A5000868394,10.0,45.0,US
blas kolic,https://openalex.org/A5086259064,Blas Kolic,https://api.openalex.org/works?filter=author.id:A5086259064,2.0,7.0,ES
hause lin,https://openalex.org/A5022754313,Hause Lin,https://api.openalex.org/works?filter=author.id:A5022754313,19.0,89.0,
manuel tonneau,https://openalex.org/A5003730904,Manuel Tonneau,https://api.openalex.org/works?filter=author.id:A5003730904,3.0,21.0,
niyati malhotra,https://openalex.org/A5022598524,Saugato Datta,https://api.openalex.org/works?filter=author.id:A5022598524,12.0,50.0,US
victor orozco-olvera,https://openalex.org/A5091677618,Víctor Orozco-Olvera,https://api.openalex.org/works?filter=author.id:A5091677618,9.0,52.0,MX
samuel fraiberger,https://openalex.org/A5075585231,Samuel P. Fraiberger,https://api.openalex.org/works?filter=author.id:A5075585231,16.0,54.0,
qiankun zhong,https://openalex.org/A5037093270,Qiankun Zhong,https://api.openalex.org/works?filter=author.id:A5037093270,6.0,26.0,
nori jacoby,https://openalex.org/A5021757437,Nori Jacoby,https://api.openalex.org/works?filter=author.id:A5021757437,30.0,151.0,US
ofer tchernichovski,https://openalex.org/A5047713899,Ofer Tchernichovski,https://api.openalex.org/works?filter=author.id:A5047713899,29.0,101.0,
seth frey,https://openalex.org/A5022089542,Seth Frey,https://api.openalex.org/works?filter=author.id:A5022089542,14.0,99.0,US
carina i hausladen,https://openalex.org/A5056226566,Carina Ines Hausladen,https://api.openalex.org/works?filter=author.id:A5056226566,9.0,40.0,US
marcel h schubert,https://openalex.org/A5029095817,Marcel H. Schubert,https://api.openalex.org/works?filter=author.id:A5029095817,1.0,1.0,DE
christoph engel,https://openalex.org/A5031247002,Eitan Friedman,https://api.openalex.org/works?filter=author.id:A5031247002,89.0,746.0,IL
dalton c. conley,https://openalex.org/A5014317276,Dalton Conley,https://api.openalex.org/works?filter=author.id:A5014317276,52.0,318.0,
onur varol,https://openalex.org/A5031461158,Onur Varol,https://api.openalex.org/works?filter=author.id:A5031461158,24.0,93.0,
ege demirci,https://openalex.org/A5111793089,Senem Demirci,https://api.openalex.org/works?filter=author.id:A5111793089,9.0,19.0,
efe tüzün,https://openalex.org/A5115780937,Efe Tuzun,https://api.openalex.org/works?filter=author.id:A5115780937,0.0,1.0,
ahmet furkan ün,https://openalex.org/A5115780938,Ahmet Furkan Un,https://api.openalex.org/works?filter=author.id:A5115780938,0.0,1.0,
aparna ananthasubramaniam,https://openalex.org/A5053835888,Aparna Ananthasubramaniam,https://api.openalex.org/works?filter=author.id:A5053835888,3.0,18.0,US
elyse joan thulin,https://openalex.org/A5012632282,Elyse J. Thulin,https://api.openalex.org/works?filter=author.id:A5012632282,10.0,40.0,US
mohammad belal,https://openalex.org/A5050678130,M. Belal Hossain,https://api.openalex.org/works?filter=author.id:A5050678130,47.0,496.0,AU
nguyen luong,https://openalex.org/A5100718209,Luong T. Nguyen,https://api.openalex.org/works?filter=author.id:A5100718209,46.0,122.0,VN
talayeh aledavood,https://openalex.org/A5003213649,Talayeh Aledavood,https://api.openalex.org/works?filter=author.id:A5003213649,16.0,62.0,FI
anca balietti,https://openalex.org/A5009838386,Anca Balietti,https://api.openalex.org/works?filter=author.id:A5009838386,2.0,19.0,DE
hongyu zhou,https://openalex.org/A5100783219,Hong-Yu Zhou,https://api.openalex.org/works?filter=author.id:A5100783219,50.0,291.0,US
thiemo fetzer,https://openalex.org/A5034565938,Thiemo Fetzer,https://api.openalex.org/works?filter=author.id:A5034565938,24.0,346.0,DE
nikolas zöller,https://openalex.org/A5000025221,Nikolas Zöller,https://api.openalex.org/works?filter=author.id:A5000025221,4.0,10.0,DE
julian berger,https://openalex.org/A5039337520,F. Berger,https://api.openalex.org/works?filter=author.id:A5039337520,24.0,117.0,IT
irving lin,https://openalex.org/A5100392130,Wei Wang,https://api.openalex.org/works?filter=author.id:A5100392130,66.0,977.0,CN
nathan fu,https://openalex.org/A5050048947,Rudolf Valenta,https://api.openalex.org/works?filter=author.id:A5050048947,114.0,1023.0,RU
jayanth komarneni,https://openalex.org/A5099447640,Jayanth Komarneni,https://api.openalex.org/works?filter=author.id:A5099447640,1.0,2.0,US
gioele barabucci,https://openalex.org/A5091389844,Gioele Barabucci,https://api.openalex.org/works?filter=author.id:A5091389844,7.0,42.0,
kyle laskowski,https://openalex.org/A5030859194,Kornel Laskowski,https://api.openalex.org/works?filter=author.id:A5030859194,18.0,67.0,US
victor shia,https://openalex.org/A5047128300,Victor Shia,https://api.openalex.org/works?filter=author.id:A5047128300,14.0,36.0,US
benjamin harack,https://openalex.org/A5023671549,Benjamin Harack,https://api.openalex.org/works?filter=author.id:A5023671549,4.0,10.0,CA
eugene a. chu,https://openalex.org/A5082312494,Eugene A. Chu,https://api.openalex.org/works?filter=author.id:A5082312494,14.0,43.0,US
vito trianni,https://openalex.org/A5055111984,Vito Trianni,https://api.openalex.org/works?filter=author.id:A5055111984,41.0,161.0,IT
stefan herzog,https://openalex.org/A5008439962,Stefan M. Herzog,https://api.openalex.org/works?filter=author.id:A5008439962,29.0,139.0,
katie ekstrom,https://openalex.org/A5123417154,Katie Ekstrom Grenon¹,https://api.openalex.org/works?filter=author.id:A5123417154,0.0,1.0,
david c. jangraw,https://openalex.org/A5026763824,David C. Jangraw,https://api.openalex.org/works?filter=author.id:A5026763824,17.0,61.0,US
jonas schlicht,https://openalex.org/A5006251372,Jonas A. Schlicht,https://api.openalex.org/works?filter=author.id:A5006251372,1.0,3.0,NL
thabo j van woudenberg,https://openalex.org/A5004164861,Thabo J. van Woudenberg,https://api.openalex.org/works?filter=author.id:A5004164861,13.0,51.0,
anna sara ligeti,https://openalex.org/A5061454360,Anna Sára Ligeti,https://api.openalex.org/works?filter=author.id:A5061454360,3.0,14.0,HU
melody sepahpour-fard,https://openalex.org/A5065085418,Melody Sepahpour‐Fard,https://api.openalex.org/works?filter=author.id:A5065085418,3.0,10.0,IE
michael quayle,https://openalex.org/A5052854928,Michael Quayle,https://api.openalex.org/works?filter=author.id:A5052854928,27.0,155.0,IE
pádraig maccarron,https://openalex.org/A5023536673,Pádraig MacCarron,https://api.openalex.org/works?filter=author.id:A5023536673,13.0,71.0,IE
shane mannion,https://openalex.org/A5040802478,Shane Mannion,https://api.openalex.org/works?filter=author.id:A5040802478,3.0,9.0,IE
dong nguyen,https://openalex.org/A5091022089,Quan Dong Nguyen,https://api.openalex.org/works?filter=author.id:A5091022089,66.0,760.0,US
naomi muggleton,https://openalex.org/A5013862232,Naomi Muggleton,https://api.openalex.org/works?filter=author.id:A5013862232,5.0,18.0,GB
aaron reeves,https://openalex.org/A5039995516,Aaron Reeves,https://api.openalex.org/works?filter=author.id:A5039995516,48.0,254.0,GB
charles rahal,https://openalex.org/A5072230333,Philip Clarke,https://api.openalex.org/works?filter=author.id:A5072230333,56.0,512.0,AU
linda li,https://openalex.org/A5100614771,Linda Li,https://api.openalex.org/works?filter=author.id:A5100614771,52.0,492.0,CA
andres castro,https://openalex.org/A5023412378,F. J. Castander,https://api.openalex.org/works?filter=author.id:A5023412378,103.0,746.0,NO
aliakbar akbaritabar,https://openalex.org/A5067953991,Aliakbar Akbaritabar,https://api.openalex.org/works?filter=author.id:A5067953991,12.0,57.0,DE
giangiacomo bravo,https://openalex.org/A5079929906,Giangiacomo Bravo,https://api.openalex.org/works?filter=author.id:A5079929906,25.0,158.0,SE
laura diosan,https://openalex.org/A5052445343,Laura Dioşan,https://api.openalex.org/works?filter=author.id:A5052445343,14.0,136.0,RO
clara egger,https://openalex.org/A5081249087,Clara Egger,https://api.openalex.org/works?filter=author.id:A5081249087,7.0,61.0,NL
elizaveta kopacheva,https://openalex.org/A5082395980,Elizaveta Kopacheva,https://api.openalex.org/works?filter=author.id:A5082395980,4.0,8.0,SE
asya zhelyazkova,https://openalex.org/A5075866737,Asya Zhelyazkova,https://api.openalex.org/works?filter=author.id:A5075866737,15.0,40.0,NL
richard johansson,https://openalex.org/A5079881269,Richard Johansson,https://api.openalex.org/works?filter=author.id:A5079881269,23.0,158.0,
özgür togay,https://openalex.org/A5115860971,Özgür Togay,https://api.openalex.org/works?filter=author.id:A5115860971,0.0,2.0,NL
anastasia giachanou,https://openalex.org/A5072912426,Anastasia Giachanou,https://api.openalex.org/works?filter=author.id:A5072912426,21.0,80.0,NL
javier garcia-bernardo,https://openalex.org/A5045451254,Javier García-Bernardo,https://api.openalex.org/works?filter=author.id:A5045451254,15.0,86.0,NL
florian kunneman,https://openalex.org/A5063456893,Florian Kunneman,https://api.openalex.org/works?filter=author.id:A5063456893,11.0,70.0,
hayafumi watanabe,https://openalex.org/A5035999040,Hayafumi Watanabe,https://api.openalex.org/works?filter=author.id:A5035999040,4.0,18.0,
mingmeng geng,https://openalex.org/A5095699509,Mingmeng Geng,https://api.openalex.org/works?filter=author.id:A5095699509,1.0,6.0,
caixi chen,https://openalex.org/A5033570300,C.-Y. Doris and Lily Li-juang Liu Chen,https://api.openalex.org/works?filter=author.id:A5033570300,1.0,2.0,
yanru wu,https://openalex.org/A5033914298,Liubing Dong,https://api.openalex.org/works?filter=author.id:A5033914298,52.0,100.0,CN
yao wan,https://openalex.org/A5103781592,Wan-zhen Yao,https://api.openalex.org/works?filter=author.id:A5103781592,28.0,145.0,CN
pan zhou,https://openalex.org/A5100693197,Pan Zhou,https://api.openalex.org/works?filter=author.id:A5100693197,58.0,527.0,CN
dongping chen,https://openalex.org/A5080344245,Dongping Chen,https://api.openalex.org/works?filter=author.id:A5080344245,37.0,251.0,CN
betul ozturan,https://openalex.org/A5115534702,Betül Özturan,https://api.openalex.org/works?filter=author.id:A5115534702,0.0,2.0,US
shengchun huang,https://openalex.org/A5100371274,Sheng Wang,https://api.openalex.org/works?filter=author.id:A5100371274,67.0,429.0,CN
stephanie wang,https://openalex.org/A5101922299,Stephanie Wang,https://api.openalex.org/works?filter=author.id:A5101922299,14.0,70.0,US
alvin zhou,https://openalex.org/A5058939619,Alvin Zhou,https://api.openalex.org/works?filter=author.id:A5058939619,18.0,65.0,US
danaé metaxa,https://openalex.org/A5086524212,Danaë Metaxa,https://api.openalex.org/works?filter=author.id:A5086524212,15.0,45.0,US
yuning liu,https://openalex.org/A5100658744,Yuning Liu,https://api.openalex.org/works?filter=author.id:A5100658744,22.0,64.0,CN
emily xing,https://openalex.org/A5041997204,Ren Mo,https://api.openalex.org/works?filter=author.id:A5041997204,2.0,4.0,
stanley huang,https://openalex.org/A5046189285,Stanley Ching‐Cheng Huang,https://api.openalex.org/works?filter=author.id:A5046189285,34.0,68.0,US
yingrong mao,https://openalex.org/A5065435667,Yingrong Mao,https://api.openalex.org/works?filter=author.id:A5065435667,1.0,1.0,CN
byungkyu lee,https://openalex.org/A5066089123,Byungkyu Lee,https://api.openalex.org/works?filter=author.id:A5066089123,14.0,189.0,US
bernice pescosolido,https://openalex.org/A5007941468,Bernice A. Pescosolido,https://api.openalex.org/works?filter=author.id:A5007941468,65.0,327.0,US
dirk u. wulff,https://openalex.org/A5006793496,Dirk U. Wulff,https://api.openalex.org/works?filter=author.id:A5006793496,23.0,125.0,CH
nicolas scharowski,https://openalex.org/A5073186689,Nicolas Scharowski,https://api.openalex.org/works?filter=author.id:A5073186689,6.0,15.0,CH
rui mata,https://openalex.org/A5042234223,Rui Mata,https://api.openalex.org/works?filter=author.id:A5042234223,40.0,179.0,CH
elisabeth höldrich,https://openalex.org/A5120572440,Elisabeth Höldrich,https://api.openalex.org/works?filter=author.id:A5120572440,0.0,1.0,
mathias angermaier,https://openalex.org/A5120440497,Mathias Angermaier,https://api.openalex.org/works?filter=author.id:A5120440497,0.0,2.0,
joao pinheiro neto,https://openalex.org/A5041666003,João Pinheiro Neto,https://api.openalex.org/works?filter=author.id:A5041666003,4.0,11.0,DE
sanika damle,https://openalex.org/A5026105073,S G Damle,https://api.openalex.org/works?filter=author.id:A5026105073,16.0,58.0,IN
radhika krishnan,https://openalex.org/A5001774343,Radhika Krishnan,https://api.openalex.org/works?filter=author.id:A5001774343,20.0,63.0,IN
helena rauxloh,https://openalex.org/A5093362621,Helena Rauxloh,https://api.openalex.org/works?filter=author.id:A5093362621,2.0,6.0,DE
xixuan zhang,https://openalex.org/A5079983445,Xixuan Zhang,https://api.openalex.org/works?filter=author.id:A5079983445,4.0,10.0,DE
annett heft,https://openalex.org/A5024066633,Annett Heft,https://api.openalex.org/works?filter=author.id:A5024066633,16.0,61.0,DE
yangliu fan,https://openalex.org/A5004327296,Yangliu Fan,https://api.openalex.org/works?filter=author.id:A5004327296,2.0,8.0,DE
fabio sartori,https://openalex.org/A5053982410,Fábio Sartori,https://api.openalex.org/works?filter=author.id:A5053982410,14.0,129.0,IT
michael maes,https://openalex.org/A5032880777,Michaël Maes,https://api.openalex.org/works?filter=author.id:A5032880777,141.0,1385.0,US
sophia horn,https://openalex.org/A5010871179,S. Horn,https://api.openalex.org/works?filter=author.id:A5010871179,42.0,293.0,US
sven banisch,https://openalex.org/A5067907907,Sven Banisch,https://api.openalex.org/works?filter=author.id:A5067907907,12.0,76.0,
francesco corso,https://openalex.org/A5052194553,F. Dal Corso,https://api.openalex.org/works?filter=author.id:A5052194553,25.0,80.0,
giuseppe russo,https://openalex.org/A5052696387,Simona Sacco,https://api.openalex.org/works?filter=author.id:A5052696387,72.0,542.0,IT
francesco pierri,https://openalex.org/A5013385420,Francesco Pierri,https://api.openalex.org/works?filter=author.id:A5013385420,19.0,372.0,IT
marcel kappes,https://openalex.org/A5018152308,M. Zoll,https://api.openalex.org/works?filter=author.id:A5018152308,53.0,115.0,
pavel dimitrov chachev,https://openalex.org/A5032277739,Pavel Dimitrov Chachev,https://api.openalex.org/works?filter=author.id:A5032277739,1.0,2.0,DE
friedolin merhout,https://openalex.org/A5077079991,Friedolin Merhout,https://api.openalex.org/works?filter=author.id:A5077079991,9.0,21.0,DK
mauro martinelli,https://openalex.org/A5086308811,Mauro Martinelli,https://api.openalex.org/works?filter=author.id:A5086308811,12.0,38.0,IT
johanna hölzl,https://openalex.org/A5115722781,Johanna Hölzl,https://api.openalex.org/works?filter=author.id:A5115722781,1.0,1.0,
florian keusch,https://openalex.org/A5051891666,Florian Keusch,https://api.openalex.org/works?filter=author.id:A5051891666,25.0,121.0,
john collins,https://openalex.org/A5006184736,John Collins,https://api.openalex.org/works?filter=author.id:A5006184736,43.0,318.0,US
galántai júlia,https://openalex.org/A5026555452,Júlia Galántai,https://api.openalex.org/works?filter=author.id:A5026555452,2.0,6.0,HU
